,scores,variables,accuracy,recall,precision,f1
rp,22.783967081996966,"[['X38'], ['X0', 'X20', 'X34'], ['X47', 'X2'], ['X1', 'X0', 'X7'], ['X19', 'X1', 'X20'], ['X38', 'X32'], ['X7', 'X11'], ['X9', 'X22'], ['X16', 'X26', 'X3'], ['X46'], ['X28', 'X48'], ['X0', 'X17'], ['X0', 'X3'], ['X21', 'X40'], ['X0', 'X1', 'X5']]",0.9373333333333334,0.26666666666666666,0.19999999999999998,0.22666666666666668
kd,22.883359251266306,"[['X38', 'X5'], ['X0', 'X25'], ['X47', 'X31', 'X40', 'X36'], ['X1', 'X20', 'X22'], ['X1', 'X9', 'X8'], ['X38', 'X26', 'X20', 'X4', 'X45'], ['X16', 'X20', 'X29'], ['X1', 'X28', 'X0', 'X49', 'X29', 'X22'], ['X0', 'X26', 'X16', 'X47', 'X42'], ['X46', 'X37'], ['X3', 'X30'], ['X0', 'X40'], ['X0', 'X28'], ['X30', 'X21'], ['X0', 'X18', 'X34']]",0.9226666666666666,0.3,0.20222222222222225,0.23238095238095238
classification,19.091839633477132,"[['X45', 'X42', 'X8'], ['X0', 'X10', 'X33'], ['X47', 'X12', 'X25'], ['X1', 'X44', 'X3', 'X5', 'X49'], ['X49', 'X46', 'X2', 'X25', 'X35'], ['X38', 'X18', 'X4', 'X2', 'X31'], ['X43', 'X19', 'X36'], ['X9', 'X22', 'X13'], ['X26', 'X35', 'X27'], ['X46', 'X2'], ['X28', 'X23', 'X20', 'X16', 'X39'], ['X0', 'X2', 'X13', 'X17', 'X5'], ['X0', 'X44', 'X3'], ['X41', 'X37'], ['X0', 'X30', 'X34', 'X6', 'X16']]",0.9,0.16666666666666666,0.08444444444444445,0.11047619047619048
honest,16.2444056801009,"[['X6'], ['X0', 'X9'], ['X40'], ['X16'], ['X13'], ['X38', 'X25', 'X37'], ['X48'], ['X47', 'X37', 'X39'], ['X38'], ['X46', 'X4'], ['X49'], ['X0', 'X27'], ['X0', 'X41', 'X4'], ['X11', 'X30'], ['X0']]",0.9373333333333332,0.13333333333333333,0.15555555555555553,0.13777777777777775
mi,0.8036504059618613,"[['X2', 'X8', 'X30', 'X49', 'X9', 'X22'], ['X2', 'X43', 'X7', 'X41'], ['X47', 'X12', 'X13', 'X25'], ['X1', 'X18', 'X11', 'X3'], ['X49', 'X17', 'X40', 'X3', 'X36', 'X32', 'X14'], ['X7', 'X21', 'X28', 'X43', 'X44'], ['X43', 'X12', 'X4', 'X19', 'X25'], ['X4', 'X15', 'X43', 'X25', 'X11'], ['X44', 'X49', 'X26', 'X47', 'X48'], ['X42', 'X49', 'X36', 'X0', 'X41'], ['X42', 'X40', 'X36', 'X5', 'X25', 'X22', 'X29', 'X43', 'X7', 'X1'], ['X0', 'X31', 'X11', 'X21', 'X17'], ['X0', 'X26', 'X8', 'X47'], ['X41', 'X37', 'X47'], ['X34', 'X6', 'X37', 'X13', 'X30', 'X22', 'X16']]",0.8680000000000001,0.16666666666666666,0.06666666666666667,0.09365079365079367
linear,19.889065237250758,"[['X0', 'X1', 'X11'], ['X0', 'X1', 'X18', 'X28', 'X47', 'X49', 'X9'], ['X1', 'X12', 'X15', 'X16', 'X17', 'X26', 'X29', 'X38', 'X44', 'X47', 'X48', 'X49', 'X5', 'X6', 'X8'], ['X0', 'X1', 'X16', 'X19', 'X29', 'X43', 'X47'], ['X0', 'X1', 'X11', 'X13', 'X26', 'X32', 'X38', 'X40'], ['X11', 'X29', 'X3', 'X38', 'X4', 'X43', 'X46', 'X47'], ['X0', 'X15', 'X16', 'X23', 'X27', 'X31', 'X34', 'X6', 'X9'], ['X0', 'X1', 'X12', 'X15', 'X29', 'X9'], ['X0', 'X12', 'X17', 'X24', 'X29', 'X41', 'X46', 'X47', 'X8'], ['X0', 'X1', 'X10', 'X15', 'X16', 'X31', 'X40', 'X49'], ['X0', 'X1', 'X11', 'X20', 'X23', 'X28', 'X31', 'X39'], ['X0', 'X12', 'X15', 'X19', 'X23', 'X29', 'X36', 'X39', 'X40', 'X41', 'X45', 'X6'], ['X0', 'X10', 'X15', 'X2', 'X26', 'X3', 'X34'], ['X0', 'X1', 'X18', 'X2', 'X20', 'X23', 'X26', 'X31', 'X48'], ['X0', 'X1', 'X16', 'X24', 'X32', 'X34', 'X36', 'X42', 'X9']]",0.8546666666666667,0.7666666666666667,0.21873015873015872,0.33083496024672493
