,scores,variables,accuracy,recall,precision,f1
rp,35.384563612578255,"[['X1'], ['X1', 'X0'], ['X0', 'X1'], ['X1', 'X0', 'X29'], ['X0'], ['X0', 'X1'], ['X0'], ['X0'], ['X0', 'X1'], ['X1', 'X0'], ['X0', 'X1'], ['X1', 'X0'], ['X0', 'X1'], ['X0', 'X1'], ['X0', 'X1']]",0.9933333333333334,0.8666666666666667,0.9777777777777777,0.8977777777777778
kd,36.59280560203706,"[['X1'], ['X1', 'X0', 'X32'], ['X0', 'X1'], ['X1', 'X0', 'X42'], ['X0'], ['X0', 'X1', 'X45'], ['X0'], ['X0'], ['X0', 'X1'], ['X1', 'X0', 'X22'], ['X0', 'X1', 'X10'], ['X1', 'X0'], ['X0', 'X1', 'X46'], ['X0', 'X1', 'X17'], ['X0', 'X1', 'X4']]",0.9840000000000001,0.8666666666666667,0.8222222222222221,0.8044444444444445
classification,19.58193724588168,"[['X1'], ['X1', 'X0'], ['X0', 'X1'], ['X1', 'X0'], ['X0', 'X1'], ['X0', 'X1'], ['X0', 'X1'], ['X0', 'X1', 'X7'], ['X0', 'X1'], ['X1', 'X0', 'X20'], ['X0', 'X1'], ['X1', 'X0'], ['X0', 'X1'], ['X0', 'X1'], ['X0', 'X1']]",0.9960000000000001,0.9666666666666667,0.9555555555555555,0.9511111111111111
honest,15.071270761507906,"[['X1', 'X47'], ['X1', 'X0', 'X25'], ['X0', 'X1', 'X40'], ['X1', 'X0', 'X42', 'X32'], ['X0', 'X24', 'X39'], ['X0', 'X1', 'X25'], ['X0', 'X19', 'X1', 'X35', 'X25', 'X4'], ['X0', 'X11'], ['X0', 'X7'], ['X1', 'X0', 'X30'], ['X0', 'X1', 'X15'], ['X1', 'X0', 'X43'], ['X0', 'X1', 'X41'], ['X0', 'X19', 'X33'], ['X0', 'X1', 'X2', 'X49', 'X41', 'X30']]",0.9613333333333335,0.8333333333333334,0.5333333333333333,0.6377777777777778
mi,0.9802204000791302,"[['X1'], ['X1', 'X0', 'X7'], ['X0', 'X1', 'X2'], ['X1', 'X0'], ['X0', 'X1', 'X45'], ['X0', 'X1'], ['X0', 'X1'], ['X0', 'X1', 'X7'], ['X0', 'X1'], ['X1', 'X0'], ['X0', 'X1', 'X13'], ['X1', 'X0', 'X9'], ['X0', 'X1'], ['X0', 'X1'], ['X0', 'X1', 'X6']]",0.9893333333333334,0.9666666666666667,0.8444444444444443,0.8844444444444446
linear,60.97020874751792,"[['X1', 'X15', 'X19'], ['X0', 'X1', 'X11', 'X25', 'X27', 'X43'], ['X0', 'X1', 'X18', 'X30', 'X49', 'X9'], ['X0', 'X1', 'X10', 'X14', 'X18', 'X25', 'X3', 'X33', 'X35', 'X37', 'X38', 'X43', 'X48', 'X49', 'X5'], ['X0', 'X12', 'X13', 'X15', 'X16', 'X17', 'X21', 'X24', 'X27', 'X29', 'X30', 'X37', 'X46', 'X49', 'X6', 'X7', 'X8', 'X9'], ['X0', 'X1', 'X21', 'X32', 'X36', 'X6'], ['X0', 'X1', 'X14', 'X15', 'X17', 'X18', 'X21', 'X26', 'X34', 'X4', 'X40', 'X48'], ['X0', 'X1', 'X13', 'X17', 'X24', 'X3', 'X4'], ['X0', 'X12', 'X16', 'X23', 'X37', 'X4', 'X47', 'X6'], ['X0', 'X1', 'X12', 'X14', 'X22', 'X23', 'X24', 'X28', 'X41', 'X42', 'X43'], ['X0', 'X1', 'X19', 'X27', 'X30', 'X36', 'X40', 'X41', 'X48', 'X5', 'X7'], ['X0', 'X1', 'X17', 'X18', 'X19', 'X2', 'X20', 'X27', 'X33', 'X36', 'X41', 'X44', 'X46', 'X49', 'X5', 'X6'], ['X0', 'X1', 'X12', 'X13', 'X17', 'X2', 'X21', 'X24', 'X25', 'X27', 'X28', 'X29', 'X3', 'X33', 'X34', 'X38', 'X45', 'X47', 'X49', 'X5'], ['X0', 'X1', 'X12', 'X28', 'X3'], ['X0', 'X1', 'X21', 'X30', 'X35', 'X6', 'X7']]",0.8306666666666668,0.9,0.2249302549302549,0.34671672554025496
