,scores,variables,accuracy,recall,precision,f1
rp,11.121527523572809,"[['X39', 'X7'], ['X12', 'X3'], ['X0'], ['X1'], ['X0'], ['X1', 'X6'], ['X21', 'X9'], ['X1', 'X8'], ['X0'], ['X0'], ['X1'], ['X14', 'X2'], ['X1', 'X8'], ['X20', 'X0', 'X31'], ['X1']]",0.9573333333333334,0.36666666666666664,0.5888888888888888,0.4377777777777778
kd,12.145162054623102,"[['X39', 'X2'], ['X12', 'X4', 'X36'], ['X0'], ['X9'], ['X0'], ['X1', 'X4'], ['X21', 'X18'], ['X1', 'X3'], ['X0'], ['X8'], ['X1'], ['X14'], ['X1', 'X20'], ['X20', 'X0'], ['X1']]",0.9533333333333334,0.3,0.4666666666666667,0.3555555555555555
classification,8.269754585008247,"[['X39', 'X6'], ['X1', 'X0'], ['X0'], ['X1'], ['X0'], ['X1', 'X4'], ['X21', 'X30'], ['X1', 'X4'], ['X0'], ['X0', 'X15'], ['X1'], ['X14'], ['X1', 'X0'], ['X1', 'X0'], ['X1']]",0.9693333333333334,0.5,0.7,0.5666666666666667
honest,7.242780630005085,"[['X37', 'X9', 'X7'], ['X10'], ['X0'], ['X1'], ['X38'], ['X1', 'X8'], ['X26'], ['X16', 'X0'], ['X0', 'X9'], ['X4', 'X41', 'X27'], ['X1', 'X32'], ['X18', 'X29'], ['X7'], ['X42', 'X18', 'X9', 'X5'], ['X48']]",0.9399999999999998,0.2,0.26666666666666666,0.2222222222222222
mi,0.8809455722620526,"[['X20', 'X12'], ['X1', 'X0'], ['X0', 'X6'], ['X1'], ['X0', 'X6'], ['X32', 'X24'], ['X3', 'X2', 'X31'], ['X47', 'X1', 'X4'], ['X0', 'X2'], ['X27', 'X15', 'X0'], ['X1'], ['X14'], ['X11', 'X1', 'X0'], ['X1', 'X0'], ['X1']]",0.9573333333333333,0.4666666666666667,0.5222222222222223,0.47333333333333333
linear,2.6961590461985923,"[['X0', 'X39'], ['X0', 'X1'], ['X0', 'X38'], ['X1'], ['X0', 'X38'], ['X0', 'X1'], ['X0', 'X1'], ['X0', 'X1'], ['X0', 'X27'], ['X0', 'X1'], ['X1'], ['X1', 'X38'], ['X1', 'X17'], ['X0', 'X1'], ['X1']]",0.9800000000000002,0.7,0.8,0.7333333333333332
