,scores,variables,accuracy,recall,precision,f1
rp,13.984176303875902,"[['X37'], ['X29'], ['X39', 'X23'], ['X3', 'X22'], ['X36'], ['X22', 'X40'], ['X23', 'X21'], ['X5', 'X36', 'X44'], ['X6', 'X3'], ['X25', 'X31'], ['X48'], ['X14', 'X25', 'X45', 'X10'], ['X34', 'X11'], ['X19', 'X14'], ['X20', 'X44']]",0.9213333333333333,0.0,0.0,0.0
kd,14.795006069229084,"[['X37'], ['X29'], ['X39', 'X10'], ['X3', 'X16'], ['X36', 'X25'], ['X22'], ['X23', 'X27'], ['X28', 'X2'], ['X6'], ['X25', 'X1'], ['X48'], ['X28', 'X4'], ['X34', 'X9'], ['X19', 'X1'], ['X20', 'X34']]",0.9319999999999999,0.06666666666666667,0.06666666666666667,0.06666666666666667
classification,11.028508028127103,"[['X19'], ['X25', 'X13'], ['X47'], ['X14', 'X3'], ['X44', 'X4'], ['X37', 'X11'], ['X35', 'X34'], ['X48', 'X8'], ['X1', 'X22', 'X21', 'X38'], ['X43', 'X35'], ['X1', 'X2'], ['X28', 'X46'], ['X40', 'X24', 'X3'], ['X21', 'X11'], ['X20']]",0.9253333333333332,0.06666666666666667,0.05,0.05555555555555555
honest,9.058133839691033,"[['X19'], ['X34'], ['X8'], ['X36', 'X21'], ['X49'], ['X13'], ['X12', 'X30'], ['X22'], ['X41', 'X8'], ['X21', 'X24'], ['X15', 'X8'], ['X32'], ['X39'], ['X43', 'X11'], ['X43', 'X4']]",0.9306666666666666,0.0,0.0,0.0
mi,0.8211470369206716,"[['X19'], ['X1', 'X2'], ['X47', 'X6'], ['X1', 'X36', 'X22'], ['X44', 'X30'], ['X3', 'X29', 'X12', 'X31', 'X24'], ['X6', 'X9'], ['X19', 'X17', 'X30'], ['X1'], ['X43', 'X35'], ['X1', 'X32'], ['X28', 'X46'], ['X40', 'X2'], ['X30', 'X18', 'X15'], ['X20']]",0.9266666666666665,0.13333333333333333,0.15555555555555553,0.13777777777777775
linear,5.092744865041785,"[['X23', 'X24', 'X28'], ['X33', 'X42', 'X47'], ['X16', 'X33', 'X39', 'X49'], ['X18', 'X36', 'X37', 'X4'], ['X26', 'X4', 'X44'], ['X20', 'X37', 'X5', 'X8'], ['X35', 'X42', 'X6', 'X8'], ['X31', 'X35', 'X42'], ['X23', 'X27', 'X6'], ['X16', 'X21', 'X38', 'X4'], ['X26', 'X6', 'X8'], ['X12', 'X25', 'X33', 'X49'], ['X24', 'X25', 'X28'], ['X19', 'X33', 'X37'], ['X13', 'X44', 'X48']]",0.8920000000000001,0.0,0.0,0.0
